Townships,Commodity,Year,Month,Arrivals_in_ton,Min_price($),Max_price($),Modal_price($),Date,County_name,State_name
Oakfield,Oats,2015,February,313.166271,74.13333333,78.44,76.29333333,2015-02,Audubon,Iowa
Oakfield,Oats,2016,February,297.733931,94,107.3333333,100.6666667,2016-02,Audubon,Iowa
Oakfield,Soybeans,2015,February,414.689022,40.26666667,43.02666667,41.65333333,2015-02,Audubon,Iowa
Oakfield,Soybeans,2016,February,378.09233,35.25333333,48.58666667,41.92,2016-02,Audubon,Iowa
Sharon,Oats,2016,February,0.110231,104,112,108,2016-02,Audubon,Iowa
Viola,Cattle and Calves,2015,February,5547.264844,50.54666667,53.30666667,51.94666667,2015-02,Audubon,Iowa
Viola,Cattle and Calves,2016,February,2656.015945,55.90666667,59.37333333,58.14666667,2016-02,Audubon,Iowa
Scott,Broilers,2016,January,5.51155,13.66666667,16.08,15.37333333,2016-01,Buena Vista,Iowa
Plato,Broilers,2015,January,294.31677,14.50666667,16.2,15.37333333,2015-01,Cedar,Iowa
Brayton,Oats,2015,February,158.071254,63.2,77.42666667,73.29333333,2015-02,Audubon,Iowa
Brayton,Oats,2016,February,32.518145,82.66666667,104,99.73333333,2016-02,Audubon,Iowa
Brayton,Soybeans,2015,February,9.92079,39.70666667,43.29333333,42.46666667,2015-02,Audubon,Iowa
Brayton,Soybeans,2016,February,1.984158,34.01333333,47.88,44.94666667,2016-02,Audubon,Iowa
Scott,Broilers,2014,November,5.732012,15.22666667,15.98666667,15.37333333,2014-11,Madison,Iowa
Washington,Broilers,2016,May,7.71617,15.38666667,15.38666667,15.38666667,2016-05,Buena Vista,Iowa
Gray,Oats,2015,January,20.94389,60.17333333,72,66.17333333,2015-01,Audubon,Iowa
Gray,Oats,2016,January,3205.297018,106.7466667,117.76,112.0533333,2016-01,Audubon,Iowa
Gray,Soybeans,2015,January,170.85805,31.66666667,44.32,42.49333333,2015-01,Audubon,Iowa
Gray,Soybeans,2016,January,1985.811465,46.06666667,49.17333333,47.57333333,2016-01,Audubon,Iowa
Audubon,Cattle and Calves,2016,January,3506.999265,62.36,63.02666667,62.66666667,2016-01,Audubon,Iowa
Clark,Broilers,2014,October,11.0231,15.01333333,15.76,15.41333333,2014-10,Tama,Iowa
Jefferson,Broilers,2015,November,85.98018,14.08,16.74666667,15.41333333,2015-11,Adams,Iowa
Audubon,Oats,2015,January,7.275246,65.78666667,72.33333333,71.14666667,2015-01,Audubon,Iowa
Audubon,Oats,2016,January,12661.13266,116.1733333,123.6133333,119.7733333,2016-01,Audubon,Iowa
Audubon,Soybeans,2015,January,6.61386,42.61333333,43.94666667,43.50666667,2015-01,Audubon,Iowa
Audubon,Soybeans,2016,January,8915.703742,37.8,48.57333333,43.12,2016-01,Audubon,Iowa
Table Mound,Hogs,2015,May,3615.797262,8.506666667,16.72,,2015-05,Fremont,Iowa
Table Mound,Hogs,2015,October,5547.375075,8.946666667,17.17333333,,2015-10,Fremont,Iowa
Audubon,Corn,2015,January,6.283167,13.76,17.76,16.84,2015-01,Audubon,Iowa
Audubon,Corn,2016,January,556.997243,12.54666667,18.81333333,15.46666667,2016-01,Audubon,Iowa
Audubon,Turkeys,2016,January,31.746528,16,17.93333333,16.97333333,2016-01,Audubon,Iowa
Audubon,Dairy Products,2015,January,3.30693,15.73333333,18.13333333,17.49333333,2015-01,Audubon,Iowa
Audubon,Dairy Products,2016,January,313.05604,19.53333333,22.8,21.17333333,2016-01,Audubon,Iowa
Marion,Hogs,2015,December,5366.375773,9.213333333,16.42666667,,2015-12,Linn,Iowa
Cameron,Corn,2016,January,187.3927,10.28,17.14666667,13.72,2016-01,Audubon,Iowa
Cameron,Hay,2016,January,6.062705,14.66666667,17.33333333,16,2016-01,Audubon,Iowa
Cameron,Dairy Products,2016,January,104.168295,15.24,17.90666667,16.57333333,2016-01,Audubon,Iowa
Douglas,Cattle and Calves,2015,January,230.493021,52.66666667,52.66666667,52.66666667,2015-01,Audubon,Iowa
Douglas,Oats,2015,January,1412.720496,63.57333333,70.66666667,67.12,2015-01,Audubon,Iowa
Douglas,Oats,2016,January,1560.540267,106.0533333,120.0533333,112.9733333,2016-01,Audubon,Iowa
Douglas,Soybeans,2015,January,916.01961,40.18666667,43.6,41.89333333,2015-01,Audubon,Iowa
Douglas,Soybeans,2016,January,193.345174,42.48,47,44.66666667,2016-01,Audubon,Iowa
Exira,Oats,2015,January,53.131342,56.44,65.46666667,63.10666667,2015-01,Audubon,Iowa
Exira,Oats,2016,January,3673.007151,103.7333333,121.8933333,117.1866667,2016-01,Audubon,Iowa
Exira,Soybeans,2015,January,524.809791,39.46666667,46.30666667,43.57333333,2015-01,Audubon,Iowa
Exira,Soybeans,2016,January,640.001186,40.8,48.98666667,46.02666667,2016-01,Audubon,Iowa
Greeley,Cattle and Calves,2015,January,1749.586432,52.66666667,53.42666667,53.02666667,2015-01,Audubon,Iowa
Greeley,Cattle and Calves,2016,January,26.786133,60.97333333,61.56,61.56,2016-01,Audubon,Iowa
Greeley,Oats,2015,January,95.239584,63.96,69.36,64.16,2015-01,Audubon,Iowa
Greeley,Oats,2016,January,349.211808,108.3066667,122.24,117.36,2016-01,Audubon,Iowa
Greeley,Soybeans,2015,January,621.70284,40.02666667,44.05333333,42.76,2015-01,Audubon,Iowa
Greeley,Soybeans,2016,January,348.32996,47.42666667,52.65333333,50.66666667,2016-01,Audubon,Iowa
Hamlin,Cattle and Calves,2015,January,46.29702,53.84,54.50666667,54.10666667,2015-01,Audubon,Iowa
Hamlin,Oats,2015,January,4.299009,59.56,66.44,63.96,2015-01,Audubon,Iowa
Hamlin,Oats,2016,January,4310.0321,97.02666667,123.2,118.7066667,2016-01,Audubon,Iowa
Hamlin,Soybeans,2015,January,145.063996,41.56,44.44,43.45333333,2015-01,Audubon,Iowa
Hamlin,Soybeans,2016,January,374.895631,39.84,46.41333333,44.36,2016-01,Audubon,Iowa
Leroy,Cattle and Calves,2016,January,2031.55733,60.84,62.09333333,61.25333333,2016-01,Audubon,Iowa
Leroy,Oats,2016,January,2516.57373,106.9066667,122.3733333,112.4533333,2016-01,Audubon,Iowa
Leroy,Soybeans,2016,January,3378.028995,45.62666667,49.49333333,47.6,2016-01,Audubon,Iowa
Lincoln,Cattle and Calves,2016,January,65.918138,58.48,59.93333333,59.2,2016-01,Audubon,Iowa
Lincoln,Oats,2016,January,92.373578,107.4266667,108.76,108.0933333,2016-01,Audubon,Iowa
Lincoln,Soybeans,2016,January,34.17161,43.56,44.89333333,44.22666667,2016-01,Audubon,Iowa
Melvile,Oats,2015,January,309.638879,63.2,68.2,65.70666667,2015-01,Audubon,Iowa
Melvile,Oats,2016,January,1403.791785,107.56,117.4266667,109.84,2016-01,Audubon,Iowa
Melvile,Soybeans,2015,January,417.665259,42.16,43.46666667,42.81333333,2015-01,Audubon,Iowa
Melvile,Soybeans,2016,January,196.541873,41.33333333,46.58666667,42.77333333,2016-01,Audubon,Iowa
Oakfield,Oats,2016,January,1748.373891,105.8666667,119.2,112.5333333,2016-01,Audubon,Iowa
Oakfield,Soybeans,2016,January,1891.233267,35.62666667,48.90666667,42.26666667,2016-01,Audubon,Iowa
Viola,Cattle and Calves,2015,January,3965.339763,49.28,52.84,50.12,2015-01,Audubon,Iowa
Viola,Cattle and Calves,2016,January,1488.559424,58.04,61.58666667,58.70666667,2016-01,Audubon,Iowa
Cedar Falls,Broilers,2015,February,108.797997,14.22666667,16.18666667,15.41333333,2015-02,Black Hawk,Iowa
Buchanan,Broilers,2015,October,4598.727089,13.37333333,18.17333333,15.41333333,2015-10,Cedar,Iowa
Brayton,Oats,2015,January,18.298346,63.14666667,67.98666667,65.57333333,2015-01,Audubon,Iowa
Brayton,Oats,2016,January,72.201305,107.6666667,113.6666667,112.1866667,2016-01,Audubon,Iowa
Brayton,Soybeans,2015,January,10.802638,40.10666667,43.44,42.49333333,2015-01,Audubon,Iowa
Brayton,Soybeans,2016,January,12.235641,41.84,46.57333333,44.82666667,2016-01,Audubon,Iowa
Grand River,Broilers,2015,March,9.259404,15.17333333,15.62666667,15.42666667,2015-03,Madison,Iowa
Gray,Oats,2015,July,58.42243,93.6,100.6933333,96.8,2015-07,Audubon,Iowa
Gray,Oats,2016,July,343.259334,108.8133333,114.56,111.6533333,2016-07,Audubon,Iowa
Gray,Soybeans,2015,July,137.78875,42.93333333,45.96,44,2015-07,Audubon,Iowa
Gray,Soybeans,2016,July,634.93056,45.57333333,48.85333333,47.21333333,2016-07,Audubon,Iowa
Eden,Broilers,2015,May,103.947833,13.86666667,16,15.44,2015-05,Benton,Iowa
Lee,Broilers,2016,February,26.45544,14.66666667,16.22666667,15.44,2016-02,Buena Vista,Iowa
Audubon,Oats,2015,July,2.976237,98,102.3333333,99.37333333,2015-07,Audubon,Iowa
Audubon,Oats,2016,July,1056.123211,111.36,114.3066667,112.8266667,2016-07,Audubon,Iowa
Audubon,Soybeans,2015,July,2.645544,45.66666667,46.34666667,45.92,2015-07,Audubon,Iowa
Audubon,Soybeans,2016,July,788.482343,41.17333333,48.6,44.88,2016-07,Audubon,Iowa
Tama,Hogs,2015,November,2194.69921,6.4,17.26666667,,2015-11,Tama,Iowa
Audubon,Corn,2016,July,156.52802,5.333333333,11.33333333,8.333333333,2016-07,Audubon,Iowa
Audubon,Turkeys,2016,July,3.637623,53.33333333,60.76,57.05333333,2016-07,Audubon,Iowa
Audubon,Dairy Products,2016,July,39.572929,35.61333333,42.09333333,38.85333333,2016-07,Audubon,Iowa
Liberty,Hogs,2015,June,232.036255,12.8,13.90666667,,2015-06,Warren,Iowa
Cameron,Corn,2016,July,712.422953,4.226666667,9.12,6.866666667,2016-07,Audubon,Iowa
Cameron,Turkeys,2016,July,17.857422,46.17333333,54.22666667,50.17333333,2016-07,Audubon,Iowa
Cameron,Hay,2016,July,12.235641,50.54666667,57.16,53.82666667,2016-07,Audubon,Iowa
Cameron,Dairy Products,2016,July,338.298939,35.94666667,40.16,38.18666667,2016-07,Audubon,Iowa
Douglas,Oats,2015,July,122.576872,88.96,97.05333333,93.41333333,2015-07,Audubon,Iowa
Douglas,Oats,2016,July,144.623072,101.92,109.4,105.4133333,2016-07,Audubon,Iowa
Douglas,Soybeans,2015,July,209.990055,42.46666667,44.61333333,43.45333333,2015-07,Audubon,Iowa
Douglas,Soybeans,2016,July,104.058064,39.17333333,46.21333333,42.66666667,2016-07,Audubon,Iowa
Exira,Oats,2015,July,163.803266,73,99.97333333,97.2,2015-07,Audubon,Iowa
Exira,Oats,2016,July,232.58741,103.6666667,111.8,108.0666667,2016-07,Audubon,Iowa
Exira,Soybeans,2015,July,228.729325,38.66666667,45.6,43.13333333,2015-07,Audubon,Iowa
Exira,Soybeans,2016,July,61.067974,42,47.17333333,44.4,2016-07,Audubon,Iowa
Greeley,Oats,2015,July,45.304941,94.48,99.13333333,98.05333333,2015-07,Audubon,Iowa
Greeley,Oats,2016,July,75.177542,107.8266667,111.2266667,109.88,2016-07,Audubon,Iowa
Greeley,Soybeans,2015,July,129.411194,43.38666667,45.57333333,44.81333333,2015-07,Audubon,Iowa
Greeley,Soybeans,2016,July,31.96699,42.52,45.8,44.62666667,2016-07,Audubon,Iowa
Hamlin,Oats,2015,July,277.341196,67.38666667,100.16,96.46666667,2015-07,Audubon,Iowa
Hamlin,Oats,2016,July,318.788052,101.9333333,117.68,115.6933333,2016-07,Audubon,Iowa
Hamlin,Soybeans,2015,July,187.723393,42.46666667,46.01333333,44.8,2015-07,Audubon,Iowa
Hamlin,Soybeans,2016,July,34.612534,40.12,47.28,45.4,2016-07,Audubon,Iowa
Leroy,Oats,2015,July,72.75246,93.57333333,102.1866667,98.08,2015-07,Audubon,Iowa
Leroy,Oats,2016,July,618.39591,103.4533333,111.0666667,106.1866667,2016-07,Audubon,Iowa
Leroy,Soybeans,2015,July,188.935934,40.77333333,44.68,42.58666667,2015-07,Audubon,Iowa
Leroy,Soybeans,2016,July,187.3927,46,50.50666667,47.77333333,2016-07,Audubon,Iowa
Columbia,Broilers,2015,February,40.344546,14.81333333,15.76,15.44,2015-02,Tama,Iowa
Lincoln,Soybeans,2016,July,5.51155,52,53.33333333,52.66666667,2016-07,Audubon,Iowa
Melvile,Oats,2015,July,66.910217,93.84,96.50666667,94.62666667,2015-07,Audubon,Iowa
Melvile,Oats,2016,July,107.144532,108.84,114.1066667,112.3466667,2016-07,Audubon,Iowa
Melvile,Soybeans,2015,July,68.894375,42.84,44.17333333,43.22666667,2015-07,Audubon,Iowa
Melvile,Soybeans,2016,July,13.778875,44,46.44,45.42666667,2016-07,Audubon,Iowa
Oakfield,Oats,2016,July,98.766976,102.56,112.04,107.2933333,2016-07,Audubon,Iowa
Oakfield,Soybeans,2016,July,73.083153,39.10666667,47.85333333,43.48,2016-07,Audubon,Iowa
Newell,Broilers,2015,January,100.971596,14.29333333,16.01333333,15.45333333,2015-01,Buena Vista,Iowa
Brayton,Oats,2015,July,7.936632,78.13333333,96.74666667,91.61333333,2015-07,Audubon,Iowa
Brayton,Oats,2016,July,40.895701,96.84,112.4933333,110.12,2016-07,Audubon,Iowa
Brayton,Soybeans,2015,July,6.944553,40.97333333,44.08,42.41333333,2015-07,Audubon,Iowa
Brayton,Soybeans,2016,July,19.84158,46.48,49.85333333,47.50666667,2016-07,Audubon,Iowa
Plato,Broilers,2016,October,2404.027879,12.14666667,18.77333333,15.45333333,2016-10,Cedar,Iowa
Gray,Oats,2015,June,75.287773,86.4,98.57333333,91.85333333,2015-06,Audubon,Iowa
Gray,Oats,2016,June,896.067799,112.3466667,117.12,114.8133333,2016-06,Audubon,Iowa
Gray,Soybeans,2015,June,98.766976,44.53333333,46.8,45.66666667,2015-06,Audubon,Iowa
Gray,Soybeans,2016,June,1029.447309,47.12,50.53333333,48.85333333,2016-06,Audubon,Iowa
Audubon,Cattle and Calves,2016,June,209.328669,73.65333333,75.49333333,74.54666667,2016-06,Audubon,Iowa
College,Broilers,2014,December,8873.5955,11.44,16.28,15.45333333,2014-12,Linn,Iowa
Lee,Broilers,2016,April,21.164352,14.66666667,16.22666667,15.46666667,2016-04,Buena Vista,Iowa
Audubon,Oats,2015,June,5.952474,95.89333333,99.33333333,97.41333333,2015-06,Audubon,Iowa
Audubon,Oats,2016,June,5504.825909,115.8266667,118.52,117.1733333,2016-06,Audubon,Iowa
Audubon,Soybeans,2015,June,5.952474,47.34666667,48.37333333,47.86666667,2015-06,Audubon,Iowa
Audubon,Soybeans,2016,June,5324.267531,40.02666667,49.69333333,44.72,2016-06,Audubon,Iowa
Tama,Hogs,2016,February,1917.027321,5.733333333,17.92,,2016-02,Tama,Iowa
Audubon,Corn,2016,June,601.089643,4.88,9.813333333,7.346666667,2016-06,Audubon,Iowa
Audubon,Turkeys,2016,June,12.786796,46.18666667,52,49.09333333,2016-06,Audubon,Iowa
Audubon,Dairy Products,2016,June,34.612534,41.09333333,46.48,43.78666667,2016-06,Audubon,Iowa
Audubon,Hogs,2015,February,5.952474,9.186666667,13.85333333,,2015-02,Audubon,Iowa
Cameron,Corn,2016,June,997.59055,4.546666667,9.213333333,6.706666667,2016-06,Audubon,Iowa
Cameron,Turkeys,2016,June,15.43234,46.37333333,51.94666667,49.30666667,2016-06,Audubon,Iowa
Cameron,Hay,2016,June,23.479203,64.94666667,74.73333333,69.86666667,2016-06,Audubon,Iowa
Cameron,Dairy Products,2016,June,58.42243,39.52,45.49333333,42.53333333,2016-06,Audubon,Iowa
Douglas,Oats,2015,June,287.70291,84.86666667,93.88,90.16,2015-06,Audubon,Iowa
Douglas,Oats,2016,June,529.659955,109.8533333,117.0666667,113.4933333,2016-06,Audubon,Iowa
Douglas,Soybeans,2015,June,346.896957,43.41333333,46,44.76,2015-06,Audubon,Iowa
Douglas,Soybeans,2016,June,203.155733,43.28,49.69333333,46.25333333,2016-06,Audubon,Iowa
Exira,Oats,2015,June,212.084444,78.33333333,96.73333333,92.38666667,2015-06,Audubon,Iowa
Exira,Oats,2016,June,502.432898,109,116.28,113.4533333,2016-06,Audubon,Iowa
Exira,Soybeans,2015,June,306.001256,42,47.17333333,44.77333333,2015-06,Audubon,Iowa
Exira,Soybeans,2016,June,122.797334,45,53.17333333,50.73333333,2016-06,Audubon,Iowa
Greeley,Oats,2015,June,55.556424,93.57333333,98.74666667,96.58666667,2015-06,Audubon,Iowa
Greeley,Oats,2016,June,210.100286,111.1466667,116.3333333,114.4533333,2016-06,Audubon,Iowa
Greeley,Soybeans,2015,June,107.475225,44.38666667,47.93333333,46.41333333,2015-06,Audubon,Iowa
Greeley,Soybeans,2016,June,124.671261,45.30666667,48.24,47.13333333,2016-06,Audubon,Iowa
Hamlin,Oats,2015,June,675.826261,66.2,140.8133333,95.88,2015-06,Audubon,Iowa
Hamlin,Oats,2016,June,1173.739688,96.81333333,118.3733333,115.4533333,2016-06,Audubon,Iowa
Hamlin,Soybeans,2015,June,431.113441,42.44,48.57333333,46.30666667,2015-06,Audubon,Iowa
Hamlin,Soybeans,2016,June,162.921418,41.53333333,49.17333333,47.04,2016-06,Audubon,Iowa
Leroy,Oats,2015,June,55.1155,88,94.8,92.33333333,2015-06,Audubon,Iowa
Leroy,Oats,2016,June,1241.752215,107.8,118.4933333,112.9066667,2016-06,Audubon,Iowa
Leroy,Soybeans,2015,June,55.1155,42.66666667,46.93333333,44.66666667,2015-06,Audubon,Iowa
Leroy,Soybeans,2016,June,1701.195023,46.86666667,51.17333333,48.57333333,2016-06,Audubon,Iowa
Washington,Broilers,2015,July,0.771617,15.26666667,15.66666667,15.46666667,2015-07,Buena Vista,Iowa
Lincoln,Oats,2016,June,11.0231,100,101.3333333,100.6666667,2016-06,Audubon,Iowa
Melvile,Oats,2015,June,111.553772,93.17333333,95.84,94.70666667,2015-06,Audubon,Iowa
Melvile,Oats,2016,June,321.87452,107.6,112.68,109.7333333,2016-06,Audubon,Iowa
Melvile,Soybeans,2015,June,84.547177,43.84,45.17333333,44.44,2015-06,Audubon,Iowa
Melvile,Soybeans,2016,June,88.1848,43.46666667,46.2,44.84,2016-06,Audubon,Iowa
Oakfield,Oats,2015,June,93.255426,89.21333333,96.94666667,93.08,2015-06,Audubon,Iowa
Oakfield,Oats,2016,June,169.865971,103.9333333,117.32,110.6533333,2016-06,Audubon,Iowa
Oakfield,Soybeans,2015,June,331.023693,42.48,47.30666667,44.89333333,2015-06,Audubon,Iowa
Oakfield,Soybeans,2016,June,162.370263,37.13333333,50.46666667,43.96,2016-06,Audubon,Iowa
Viola,Cattle and Calves,2015,June,7.495708,57.33333333,60,58,2015-06,Audubon,Iowa
Viola,Cattle and Calves,2016,June,66.799986,62.4,68.46666667,65.2,2016-06,Audubon,Iowa
Clark,Broilers,2015,February,291.00984,14.77333333,15.88,15.46666667,2015-02,Tama,Iowa
Cedar Falls,Broilers,2014,December,6.724091,13.88,15.49333333,15.49333333,2014-12,Black Hawk,Iowa
Brayton,Oats,2015,June,17.526729,83.33333333,95.78666667,91.61333333,2015-06,Audubon,Iowa
Brayton,Oats,2016,June,55.997348,98.13333333,116.0133333,109.2933333,2016-06,Audubon,Iowa
Brayton,Soybeans,2015,June,8.046863,45.88,49.08,47.2,2015-06,Audubon,Iowa
Brayton,Soybeans,2016,June,13.337951,43.21333333,49.42666667,46.73333333,2016-06,Audubon,Iowa
Franklin,Broilers,2015,February,6.062705,15.4,15.49333333,15.49333333,2015-02,Decatur,Iowa
Cedar,Broilers,2016,October,1898.398282,13.38666667,16.73333333,15.49333333,2016-10,Jefferson,Iowa
Gray,Oats,2015,March,60.62705,63.56,79,71.28,2015-03,Audubon,Iowa
Gray,Oats,2016,March,625.230232,99,104.04,102.04,2016-03,Audubon,Iowa
Gray,Soybeans,2015,March,121.2541,40.06666667,43.06666667,41.57333333,2015-03,Audubon,Iowa
Gray,Soybeans,2016,March,589.074464,45.18666667,47.70666667,46.64,2016-03,Audubon,Iowa
Audubon,Cattle and Calves,2016,March,256.176844,58.66666667,60,59.33333333,2016-03,Audubon,Iowa
Howard,Broilers,2014,December,80.027706,14.94666667,16.02666667,15.49333333,2014-12,Tama,Iowa
Audubon,Oats,2015,March,0.661386,78,82.48,82,2015-03,Audubon,Iowa
Audubon,Oats,2016,March,1734.705247,106.52,111.08,108.8133333,2016-03,Audubon,Iowa
Audubon,Soybeans,2015,March,0.661386,35.33333333,43.42666667,42.66666667,2015-03,Audubon,Iowa
Audubon,Soybeans,2016,March,1793.237908,42.54666667,48.13333333,45.33333333,2016-03,Audubon,Iowa
Darwin,Hogs,2015,December,146.60723,12,14.66666667,,2015-12,Adams,Iowa
Ewoldt,Hogs,2015,February,81.57094,9.333333333,18.66666667,,2015-02,Carroll,Iowa
Audubon,Corn,2015,March,4.299009,19.58666667,23.58666667,22.92,2015-03,Audubon,Iowa
Audubon,Corn,2016,March,673.070486,5.853333333,11.70666667,8.773333333,2016-03,Audubon,Iowa
Audubon,Turkeys,2016,March,17.857422,16,18.66666667,17.33333333,2016-03,Audubon,Iowa
Audubon,Dairy Products,2015,March,3.30693,12.53333333,15.2,14.53333333,2015-03,Audubon,Iowa
Audubon,Dairy Products,2016,March,101.632982,6.48,8.386666667,7.426666667,2016-03,Audubon,Iowa
Ewoldt,Hogs,2016,February,35.27392,10.66666667,16,,2016-02,Carroll,Iowa
Cameron,Corn,2016,March,165.3465,4.893333333,11.77333333,8.333333333,2016-03,Audubon,Iowa
Cameron,Hay,2016,March,0.551155,40,42.66666667,41.33333333,2016-03,Audubon,Iowa
Cameron,Dairy Products,2016,March,35.27392,6.226666667,8,7.106666667,2016-03,Audubon,Iowa
Douglas,Oats,2015,March,1074.75225,68.53333333,78.69333333,73.86666667,2015-03,Audubon,Iowa
Douglas,Oats,2016,March,609.467199,102.72,109.8933333,106.8,2016-03,Audubon,Iowa
Douglas,Soybeans,2015,March,383.60388,39.46666667,42.49333333,41.01333333,2015-03,Audubon,Iowa
Douglas,Soybeans,2016,March,50.926722,41,45.97333333,43.56,2016-03,Audubon,Iowa
Exira,Oats,2015,March,640.662572,64.57333333,79.96,74.26666667,2015-03,Audubon,Iowa
Exira,Oats,2016,March,483.252704,103.0533333,110.4533333,107.4266667,2016-03,Audubon,Iowa
Exira,Soybeans,2015,March,361.006525,36.94666667,43.62666667,41.44,2015-03,Audubon,Iowa
Exira,Soybeans,2016,March,186.951776,42.85333333,48.76,46.88,2016-03,Audubon,Iowa
Greeley,Oats,2015,March,317.575511,74.37333333,81.86666667,78.12,2015-03,Audubon,Iowa
Greeley,Oats,2016,March,212.525368,101.6533333,109.7466667,106.9733333,2016-03,Audubon,Iowa
Greeley,Soybeans,2015,March,199.628341,40.92,43.41333333,42.17333333,2015-03,Audubon,Iowa
Greeley,Soybeans,2016,March,256.397306,44.12,49.04,47.28,2016-03,Audubon,Iowa
Hamlin,Oats,2016,March,1423.523134,95.38666667,110.6933333,108.1733333,2016-03,Audubon,Iowa
Hamlin,Soybeans,2016,March,151.567625,38.25333333,47.13333333,44.49333333,2016-03,Audubon,Iowa
Leroy,Cattle and Calves,2015,March,385.8085,51.90666667,53.08,52.52,2015-03,Audubon,Iowa
Leroy,Cattle and Calves,2016,March,574.30351,57.48,59.89333333,58.44,2016-03,Audubon,Iowa
Leroy,Oats,2015,March,768.861225,71.90666667,81.77333333,77.24,2015-03,Audubon,Iowa
Leroy,Oats,2016,March,1143.646625,99.17333333,108.8933333,104.3066667,2016-03,Audubon,Iowa
Leroy,Soybeans,2015,March,848.7787,40.50666667,43.42666667,41.96,2015-03,Audubon,Iowa
Leroy,Soybeans,2016,March,1124.3562,46.10666667,48.93333333,47.14666667,2016-03,Audubon,Iowa
Black Hawk,Broilers,2014,November,2.866006,15.24,15.50666667,15.50666667,2014-11,Black Hawk,Iowa
Melvile,Oats,2015,March,800.607753,72.50666667,79.50666667,76.01333333,2015-03,Audubon,Iowa
Melvile,Oats,2016,March,848.337776,100.1066667,109.16,104.9866667,2016-03,Audubon,Iowa
Melvile,Soybeans,2015,March,118.277863,41.48,42.81333333,42.16,2015-03,Audubon,Iowa
Melvile,Soybeans,2016,March,63.603287,41.56,44.29333333,42.84,2016-03,Audubon,Iowa
Oakfield,Oats,2015,March,175.597983,76.66666667,81.17333333,78.92,2015-03,Audubon,Iowa
Oakfield,Oats,2016,March,50.596029,91.84,105.1733333,98.50666667,2016-03,Audubon,Iowa
Oakfield,Soybeans,2015,March,115.081164,40.66666667,43.33333333,42,2015-03,Audubon,Iowa
Oakfield,Soybeans,2016,March,47.509561,37.16,47.6,42.38666667,2016-03,Audubon,Iowa
Viola,Cattle and Calves,2015,March,969.591876,50.66666667,51.6,51.17333333,2015-03,Audubon,Iowa
Viola,Cattle and Calves,2016,March,1787.285434,55.69333333,60.50666667,57.94666667,2016-03,Audubon,Iowa
Maple Valley,Broilers,2015,May,39.021774,14.93333333,16.09333333,15.50666667,2015-05,Buena Vista,Iowa
Brayton,Oats,2015,March,70.768302,66,78.85333333,74.98666667,2015-03,Audubon,Iowa
Brayton,Oats,2016,March,95.680508,95.48,108.3333333,101.44,2016-03,Audubon,Iowa
Brayton,Soybeans,2015,March,3.086468,38.74666667,43.05333333,42.14666667,2015-03,Audubon,Iowa
Brayton,Soybeans,2016,March,4.519471,43.56,45.68,44.41333333,2016-03,Audubon,Iowa
Cedar Valley,Broilers,2015,April,2151.598889,12.76,16.18666667,15.50666667,2015-04,Cedar,Iowa
Gray,Oats,2015,May,104.71945,79.84,96.74666667,88.29333333,2015-05,Audubon,Iowa
Gray,Oats,2016,May,1251.562774,109.1866667,114.6533333,112.3733333,2016-05,Audubon,Iowa
Gray,Soybeans,2015,May,66.1386,47.33333333,52,49.66666667,2015-05,Audubon,Iowa
Gray,Soybeans,2016,May,1587.436631,49.13333333,51,50.08,2016-05,Audubon,Iowa
Audubon,Cattle and Calves,2016,May,543.879754,66.92,67.70666667,67.30666667,2016-05,Audubon,Iowa
Grant,Broilers,2015,May,1502.338299,13.68,16.28,15.50666667,2015-05,Linn,Iowa
Jackson,Broilers,2014,October,40.454777,14.73333333,15.93333333,15.50666667,2014-10,Linn,Iowa
Audubon,Oats,2015,May,7.936632,93.72,97.50666667,95.36,2015-05,Audubon,Iowa
Audubon,Oats,2016,May,4392.925812,116.0133333,118.5466667,117.28,2016-05,Audubon,Iowa
Audubon,Soybeans,2015,May,7.936632,50.38666667,51.94666667,51.10666667,2015-05,Audubon,Iowa
Audubon,Soybeans,2016,May,5766.404072,41.26666667,50.56,45.96,2016-05,Audubon,Iowa
Decatur,Hogs,2016,January,1.653465,10,16,,2016-01,Decatur,Iowa
Audubon,Corn,2016,May,1135.3793,3.386666667,7,5.2,2016-05,Audubon,Iowa
Audubon,Turkeys,2016,May,19.180194,28.57333333,32.81333333,30.84,2016-05,Audubon,Iowa
Audubon,Dairy Products,2016,May,29.100984,20.54666667,23.02666667,21.78666667,2016-05,Audubon,Iowa
Douglas,Hogs,2016,February,15.43234,7.706666667,16.29333333,,2016-02,Iowa,Iowa
Cameron,Corn,2016,May,1135.3793,2.746666667,6.333333333,4.4,2016-05,Audubon,Iowa
Cameron,Turkeys,2016,May,6.944553,31.50666667,37.33333333,34.25333333,2016-05,Audubon,Iowa
Cameron,Hay,2016,May,6.61386,29.72,32.38666667,31.05333333,2016-05,Audubon,Iowa
Cameron,Dairy Products,2016,May,19.951811,21.56,24.44,23,2016-05,Audubon,Iowa
Douglas,Oats,2015,May,647.607125,83.24,96.26666667,89.17333333,2015-05,Audubon,Iowa
Douglas,Oats,2016,May,226.194012,111.1733333,116.7066667,113.84,2016-05,Audubon,Iowa
Douglas,Soybeans,2015,May,220.462,45.77333333,51,48.13333333,2015-05,Audubon,Iowa
Douglas,Soybeans,2016,May,96.121432,43.33333333,48.89333333,46.05333333,2016-05,Audubon,Iowa
